0.0636717	3.81317	0.00515891	0.308957	0.0636717	3.81317	-0.0712	3.395	-0.2028	0.9792
-0.506397	4.18686	-0.696253	1.58403	-0.519238	4.12545	-0.3356	4.1478	-0.4399	0.898
-0.525974	4.96528	-0.239824	0.942662	-0.545584	4.74393	-0.7789	4.8112	-0.6494	0.7604
-1.58444	5.42628	-1.90999	0.591364	-1.51613	5.25069	-1.3732	5.3436	-0.8181	0.575
-2.00249	5.88068	0.0949562	0.66622	-2.00018	5.68871	-2.0813	5.7114	-0.9354	0.3535
-2.48123	5.99735	-0.999994	0.0525873	-2.41677	5.88271	-2.8586	5.8916	-0.994	0.1097
-3.8137	5.6964	-2.14973	-0.718025	-3.79028	5.65472	-3.6563	5.8728	-0.99	-0.1409
-4.43241	5.69226	0.155662	0.453165	-4.39293	5.57452	-4.4242	5.6562	-0.9239	-0.3827
-5.14341	5.3111	-1.63434	-0.771246	-5.02599	5.18732	-5.1142	5.2554	-0.7997	-0.6004
-5.50668	4.89756	-0.637708	-0.467251	-5.29997	4.65775	-5.6828	4.6957	-0.6253	-0.7804
-6.09869	3.9901	-0.758773	-1.59899	-6.06915	3.98319	-6.0944	4.0121	-0.4115	-0.9114
-6.23567	3.44225	0.254331	-0.0636704	-6.21365	3.42195	-6.323	3.2476	-0.1719	-0.9851
-6.71932	2.43101	-1.17686	-2.2326	-6.73565	2.3879	-6.3543	2.4503	0.0784	-0.9969
-6.57503	2.30483	0.240616	0.677869	-6.18088	2.01262	-6.1864	1.6703	0.3239	-0.9461
-6.25381	0.999981	-0.216074	-1.91649	-5.65769	1.05112	-5.8297	0.9566	0.549	-0.8358
-1.54793	-39.6471	19.2439	-86.4574	-5.3036	0.166018	-5.3068	0.3539	0.7396	-0.673
-31.013	-24.7788	-61.449	-3.30545	-4.9673	0.242136	-4.6504	-0.0997	0.8838	-0.468
-3.48911	-4.36347	-11.0545	32.4325	-3.97908	-0.512901	-3.9018	-0.3759	0.9724	-0.2335
91.0715	56.4119	241.471	105.361	-3.08792	-0.589043	-3.108	-0.4572	0.9999	0.0157
27.7441	-29.9637	41.7305	-98.4232	-2.28386	-0.293924	-2.319	-0.3386	0.9646	0.2638
-35.507	-22.4749	-110.693	-56.3436	-1.55675	-0.073834	-1.5843	-0.0275	0.8686	0.4954
53.1792	-101.912	128.75	-239.924	-1.19461	0.632888	-0.95	0.4566	0.7181	0.6959
28.5545	11.623	68.3666	36.8662	-0.481317	1.16693	-0.456	1.0832	0.5225	0.8526
-12.3637	29.9272	-37.5423	76.0652	-0.237972	1.68498	-0.1334	1.813	0.2941	0.9558
10.7101	8.34726	23.149	11.7438	-0.0216143	2.4275	-0.0024	2.6	0.0471	0.9989
-11.2027	25.0015	-27.8795	51.1148	0.00292818	3.267	0.0509	3.3969	0.172	0.9851
13.5671	12.7041	30.607	16.452	0.25754	3.88487	0.2915	4.1576	0.4115	0.9114
-9.91623	23.8956	-25.6428	42.2878	0.783234	4.91914	0.7137	4.8347	0.6253	0.7804
17.2397	16.3823	37.3668	21.9323	1.10789	5.62717	1.2911	5.3854	0.7997	0.6004
-7.27966	20.3841	-19.0114	29.7028	1.92882	5.23689	1.9873	5.7753	0.9239	0.3827
23.0334	19.6071	50.3908	28.3861	2.92909	6.00535	2.7585	5.9798	0.99	0.1409
-2.11831	17.0603	-11.018	18.5491	3.8154	5.79195	3.5564	5.9861	0.994	-0.1098
22.675	15.5671	43.8521	19.4181	4.35264	5.84609	4.3308	5.7937	0.9354	-0.3535
0.902756	16.5904	-8.38017	16.667	4.96068	5.70763	5.033	5.4148	0.8181	-0.575
24.6624	12.83	45.3457	13.2396	5.88503	5.18662	5.6189	4.8732	0.6494	-0.7604
3.76541	13.8381	-4.16214	11.2144	5.73579	4.30811	6.0517	4.2029	0.4399	-0.898
21.9772	6.62199	36.6662	2.33483	6.17807	3.37349	6.3042	3.446	0.2028	-0.9792
7.12187	8.8169	-1.33446	5.83164	6.43485	2.45595	6.3606	2.6501	-0.0471	-0.9989
13.9165	0.681062	14.6661	-3.81986	5.98995	1.75231	6.2172	1.8651	-0.2941	-0.9558
8.13962	6.7107	0.497115	9.48752	5.96263	1.40618	5.8832	1.1405	-0.5225	-0.8526
15.2698	-2.80849	19.8418	-8.99743	5.04283	0.561554	5.3794	0.5218	-0.7181	-0.6959
8.88345	6.28373	3.19774	12.7632	4.95663	0.0872457	4.7376	0.0477	-0.8686	-0.4955
17.6033	-7.68886	28.2896	-16.3304	3.41756	-0.198098	3.998	-0.2518	-0.9646	-0.2639
9.75328	7.40211	8.67745	19.1273	3.47809	-0.390126	3.2072	-0.358	-0.9999	-0.0157
21.3967	-12.3429	40.6218	-26.3724	2.44841	-0.249618	2.4149	-0.2643	-0.9724	0.2334
11.3397	11.5635	16.4824	28.6469	2.00293	-0.114492	1.6707	0.0236	-0.8838	0.4679
12.4069	-6.76735	22.1003	-15.1248	1.16997	0.606871	1.0215	0.4875	-0.7396	0.673
24.8191	36.7703	56.2642	86.696	0.446379	0.916584	0.5081	1.0983	-0.549	0.8358
-5.9626	8.91811	-23.0809	14.6273	0.199532	1.965	0.1627	1.8176	-0.3239	0.9461
12.2229	18.2766	24.8377	35.5361	-0.0509605	2.34765	0.0071	2.6002	-0.0785	0.9969
