0.165519	3.13213	0.0504287	0.954269	0.165519	3.13213	-0.0047	2.8999	-0.0471	0.9989
-0.192547	3.29193	-0.890425	0.402284	-0.1926	3.2919	-0.0517	3.2969	-0.1719	0.9851
-0.0191164	3.71263	0.559843	1.15634	0.0179808	3.67226	-0.1481	3.6848	-0.294	0.9558
-0.528908	4.0036	-1.97769	0.55798	-0.5662	3.9935	-0.2923	4.0577	-0.4115	0.9114
-0.613255	4.67784	0.545343	1.35744	-0.55291	4.83318	-0.4821	4.4094	-0.5225	0.8526
-0.763333	4.8513	-0.641003	0.0210384	-0.7789	4.8252	-0.7145	4.7347	-0.6252	0.7804
-1.01776	5.23521	-0.534346	0.770928	-1.04579	5.42594	-0.9859	5.0282	-0.7181	0.6959
-1.0961	5.16975	-0.0357531	-0.679569	-1.0863	5.137	-1.2919	5.2854	-0.7997	0.6004
-1.51943	5.11826	-1.50021	0.632606	-1.52153	4.99103	-1.6277	5.5023	-0.8686	0.4955
-1.73575	5.49874	-0.260394	1.06853	-1.718	5.5062	-1.988	5.6753	-0.9239	0.3827
-2.1149	5.65738	-1.13308	0.13154	-2.12096	5.63133	-2.3672	5.8018	-0.9646	0.2639
-2.86844	5.857	-2.10417	0.758152	-2.8841	5.8729	-2.7593	5.8798	-0.99	0.1409
-2.94415	6.08129	-0.114049	1.3041	-2.76612	5.76448	-3.158	5.908	-0.9999	0.0157
-3.5139	6.01507	-1.52217	-0.567554	-3.5285	5.984	-3.5572	5.8861	-0.994	-0.1097
-3.94854	5.86974	-0.884008	-0.416739	-3.95172	5.90068	-3.9504	5.8143	-0.9724	-0.2334
-4.31647	5.63889	-0.900502	-0.634739	-4.3158	5.6348	-4.3315	5.6937	-0.9354	-0.3535
-4.58544	5.50976	-0.31966	-0.566725	-4.65499	5.61144	-4.6946	5.5264	-0.8838	-0.4679
-4.89296	5.39271	-0.975654	-0.107763	-4.9064	5.4041	-5.0337	5.3148	-0.8182	-0.575
-5.09808	5.21435	-0.360919	-0.562036	-5.07212	5.19113	-5.3437	5.0625	-0.7396	-0.673
-5.51148	4.71632	-1.13033	-1.3414	-5.5215	4.7062	-5.6197	4.7732	-0.6495	-0.7604
-5.76502	4.09416	-0.5588	-1.57047	-5.71329	4.06148	-5.8572	4.4517	-0.549	-0.8358
-6.06404	4.07763	-1.1065	0.394692	-6.083	4.1113	-6.0525	4.1029	-0.44	-0.898
-6.06423	3.75217	-0.0776192	-0.898337	-5.85583	3.62168	-6.2026	3.7324	-0.3239	-0.9461
-6.26803	3.51417	-0.750792	-0.437885	-6.2832	3.5243	-6.305	3.346	-0.2028	-0.9792
-6.25575	3.12108	-0.235121	-0.889345	-6.06117	3.02411	-6.3582	2.9498	-0.0785	-0.9969
-6.48412	2.49715	-0.624499	-1.65966	-6.4893	2.4871	-6.3614	2.5501	0.0471	-0.9989
-6.69681	2.33452	-0.218432	-0.131384	-6.75792	2.40645	-6.3144	2.1531	0.1719	-0.9851
-6.1707	2.13117	2.15904	-0.686033	-6.1176	2.1185	-6.218	1.7652	0.294	-0.9558
-5.81511	1.32595	-0.0198471	-2.20071	-5.70074	1.22039	-6.0738	1.3924	0.4115	-0.9114
-5.92868	0.809716	-0.501727	-1.00269	-5.9421	0.829	-5.884	1.0406	0.5225	-0.8527
-5.85448	0.736436	0.178492	0.0731578	-5.74176	0.732524	-5.6515	0.7153	0.6252	-0.7804
-5.43658	0.429079	1.52824	-0.962477	-5.406	0.4141	-5.3802	0.4218	0.7181	-0.6959
-5.15348	0.14626	0.791371	-0.637032	-5.29847	0.160554	-5.0742	0.1646	0.7997	-0.6004
-4.76723	0.119053	1.06377	0.110886	-4.7611	0.13	-4.7384	-0.0523	0.8686	-0.4955
-3.31925	26.1267	4.77523	84.5307	-4.37322	-0.221003	-4.378	-0.2253	0.9239	-0.3827
-3.64465	2.68832	-2.60151	-107.725	-3.7521	-0.1778	-3.9988	-0.3518	0.9646	-0.2639
-14.5669	-7.69597	-34.107	0.89104	-3.7667	-0.397317	-3.6068	-0.4298	0.99	-0.1409
-3.62042	-0.895032	10.7666	29.5223	-3.3365	-0.2172	-3.208	-0.458	0.9999	-0.0157
40.4619	-3.72804	132.847	-40.5395	-2.78297	-0.36495	-2.8089	-0.4361	0.994	0.1097
0.243005	-0.965443	-97.0988	5.51187	-2.2993	-0.5041	-2.4157	-0.3642	0.9724	0.2334
-4.76178	62.9497	12.0028	204.275	-1.34067	-0.107878	-2.0345	-0.2437	0.9355	0.3534
-1.68136	1.3898	16.9362	-53.909	-1.3628	-0.0663	-1.6715	-0.0764	0.8838	0.4679
49.8571	10.9623	159.172	48.7553	-0.94142	0.111504	-1.3323	0.1352	0.8182	0.575
0.677566	0.531606	-66.8103	-6.51893	-1.0653	0.2634	-1.0223	0.3876	0.7397	0.673
0.583818	-63.1951	18.6662	-202.912	-0.622066	0.582768	-0.7464	0.6768	0.6495	0.7604
-0.824407	-0.765061	7.94602	69.803	-0.6744	1.0588	-0.5089	0.9983	0.5491	0.8358
-2.98028	5.21646	-9.30795	1.87644	-0.380848	1.49712	-0.3136	1.3471	0.44	0.898
-0.115356	1.85835	2.35171	-12.4651	-0.0607	1.559	-0.1635	1.7176	0.324	0.9461
9.50081	0.81473	28.4933	3.69628	-0.137953	2.1626	-0.0611	2.104	0.2028	0.9792
1.30256	2.08508	-40.9568	4.37568	0.2055	2.2148	-0.0079	2.5002	0.0785	0.9969
-1.63881	14.8558	3.93396	39.9573	-0.00723472	3.28309	0	2.9	0.0157	0.9999
-0.321463	3.80029	11.116	-19.9009	-0.0343	3.2181	0.0345	3.2982	0.1409	0.99
11.5709	6.58095	34.3634	14.3573	0.171886	3.48396	0.1186	3.689	0.2639	0.9645
1.32415	4.11608	-42.2491	-6.37874	0.0876	4.0232	0.2511	4.0662	0.3827	0.9239
-4.52814	17.4707	-8.33836	45.3438	0.510316	4.06136	0.4297	4.4238	0.4955	0.8686
0.112119	5.36556	21.479	-19.3166	0.734	4.7858	0.6518	4.7561	0.6004	0.7997
9.39703	11.0113	26.645	21.8859	0.85065	4.93786	0.9138	5.0581	0.6959	0.7181
2.23823	5.44264	-28.81	-9.63473	1.272	5.2013	1.2116	5.3248	0.7804	0.6252
-4.40213	14.6135	-16.2117	32.451	1.69747	5.44892	1.5404	5.552	0.8527	0.5225
0.883978	6.52797	26.5809	-19.4584	1.7704	5.921	1.8952	5.7363	0.9114	0.4115
8.76464	11.2033	19.8055	19.9399	2.33129	5.88808	2.2702	5.8747	0.9558	0.294
3.28653	6.187	-22.9941	-5.83482	2.5089	6.0125	2.6596	5.9649	0.9851	0.1719
-1.57823	11.9245	-12.5108	21.7818	3.07312	6.20744	3.0573	6.0057	0.9989	0.0471
2.59943	6.52205	25.4296	-17.8553	3.4508	5.8768	3.4569	5.9962	0.9969	-0.0785
8.8294	10.2692	14.5996	16.7719	3.54111	6.09534	3.8522	5.9368	0.9792	-0.2028
4.88268	6.11215	-17.513	-4.61655	4.2824	5.9622	4.2369	5.8283	0.9461	-0.3239
0.880317	9.20071	-10.286	15.6381	4.34748	5.37948	4.605	5.6724	0.898	-0.44
4.50474	6.27866	21.9232	-15.2286	5.1481	5.6193	4.9507	5.4717	0.8358	-0.549
8.8832	7.5527	8.75499	8.26643	5.6509	5.38598	5.2685	5.2291	0.7604	-0.6495
5.91907	4.73792	-13.9884	-3.2641	5.4612	4.6615	5.5533	4.9487	0.673	-0.7396
3.1889	7.04155	-4.65941	9.87352	5.62666	4.85391	5.8008	4.6348	0.575	-0.8182
5.63823	4.69526	12.4079	-13.9126	5.9074	4.1828	6.007	4.2923	0.4679	-0.8838
8.66127	5.27546	7.01379	5.76129	6.02516	4.19587	6.1686	3.9267	0.3535	-0.9355
6.70537	3.42777	-9.144	-2.67249	6.3899	3.3671	6.2832	3.5437	0.2334	-0.9724
5.71699	3.57655	-0.576731	1.13782	6.38083	3.31139	6.3488	3.1494	0.1097	-0.994
6.38843	2.87019	2.45363	-2.9186	6.4323	2.8072	6.3645	2.75	-0.0157	-0.9999
6.32382	2.08569	0.174534	-1.37965	5.83684	1.93556	6.33	2.3517	-0.1409	-0.99
6.00318	1.65362	-1.3105	-1.07381	5.9709	1.6552	6.2459	1.961	-0.2639	-0.9646
6.06214	1.50683	-0.575274	-0.427962	6.47219	1.63127	6.1134	1.5838	-0.3827	-0.9239
5.85462	1.33122	-0.489148	-0.43915	5.8565	1.3312	5.9347	1.2262	-0.4955	-0.8686
5.70328	0.92002	-0.624957	-1.25847	5.7758	0.916102	5.7127	0.8938	-0.6004	-0.7997
5.00647	0.473796	-2.33237	-1.13859	4.969	0.4728	5.4507	0.5919	-0.6959	-0.7181
4.88161	0.313834	-0.291992	-0.190261	5.16692	0.4028	5.1529	0.3252	-0.7804	-0.6252
4.80167	0.18236	-0.14859	-0.379904	4.8049	0.1795	4.8241	0.0979	-0.8526	-0.5225
4.38922	-0.280797	-1.02288	-1.39427	4.24396	-0.261333	4.4693	-0.0863	-0.9114	-0.4115
4.14849	-0.200353	-0.374318	0.704602	4.163	-0.1695	4.0943	-0.2247	-0.9558	-0.294
3.93847	-0.490674	-0.392652	-1.15341	3.83645	-0.489086	3.7049	-0.3149	-0.9851	-0.1719
3.25666	-0.417023	-2.40813	0.657981	3.212	-0.3901	3.3072	-0.3557	-0.9989	-0.0471
2.6555	-0.315987	-1.10744	0.118947	2.68116	-0.343712	2.9076	-0.3463	-0.9969	0.0785
2.72152	-0.212349	0.859593	0.323506	2.7654	-0.2099	2.5123	-0.2868	-0.9792	0.2028
2.30838	-0.21407	-1.46156	-0.118009	2.13647	-0.165909	2.1275	-0.1783	-0.9461	0.3239
1.45616	-0.0663936	-2.49659	0.576738	1.4329	-0.0554	1.7594	-0.0225	-0.898	0.4399
1.36925	0.364165	-0.334147	0.966381	1.79602	0.177845	1.4138	0.1783	-0.8358	0.549
1.03583	0.294977	-1.10963	-0.779885	1.0156	0.2639	1.096	0.4208	-0.7604	0.6494
1.43689	0.40495	1.03927	0.599084	1.29578	1.14684	0.8111	0.7013	-0.673	0.7396
0.569737	1.08249	-3.92039	2.27224	0.4585	1.1104	0.5637	1.0152	-0.575	0.8181
0.766005	2.18056	1.21656	3.94971	0.334284	1.11737	0.3575	1.3576	-0.4679	0.8838
0.308189	1.82114	-2.10215	-3.32287	0.2706	1.6783	0.1959	1.7233	-0.3535	0.9354
-1.18817	1.94836	-4.74598	1.86731	0.0912534	2.26897	0.0813	2.1062	-0.2334	0.9724
-0.0938727	2.87523	6.75222	2.53516	0.1287	2.8532	0.0157	2.5006	-0.1097	0.994
-0.0832214	4.46054	-1.7387	4.66237	0.0693743	3.28797	0	2.9	0.0157	0.9999
