-0.0505	2.8588	1	1	-0.0505	2.8588	0	2.75	0	1
-0.138769	3.82329	-0.113908	1.20628	-0.1388	3.8233	-0.1062	3.5408	-0.2487	0.9686
-0.377939	4.20651	-0.376464	0.174446	-0.3784	4.2047	-0.4058	4.2803	-0.4818	0.8763
-0.709663	4.93407	-0.437568	1.35041	-0.7098	4.9367	-0.8798	4.9222	-0.6845	0.729
-1.34707	5.12205	-1.03691	-0.510827	-1.3485	5.1176	-1.4986	5.4259	-0.8443	0.5358
-2.17441	5.63758	-1.03227	1.45165	-2.1744	5.6424	-2.2232	5.76	-0.9511	0.309
-3.08704	5.69279	-1.21814	-0.916637	-3.0875	5.6869	-3.0081	5.9033	-0.998	0.0628
-3.67498	6.16014	-0.387167	1.66431	-3.6729	6.1666	-3.804	5.847	-0.9823	-0.1874
-4.71724	5.66755	-1.96486	-2.26422	-4.7212	5.6577	-4.5609	5.5945	-0.9048	-0.4258
-5.26833	4.8342	0.235787	-0.155789	-5.2628	4.8395	-5.2312	5.1616	-0.7705	-0.6374
-5.73206	4.5623	-1.17124	-0.473432	-5.7356	4.5615	-5.7729	4.5757	-0.5878	-0.809
-6.01306	3.96598	0.24395	-0.942804	-6.0095	3.9648	-6.1517	3.8735	-0.3681	-0.9298
-6.34434	3.26292	-0.891886	-0.832368	-6.3472	3.2632	-6.3441	3.0991	-0.1253	-0.9921
-6.29822	2.21766	0.747153	-1.65093	-6.2941	2.2156	-6.3378	2.3013	0.1253	-0.9921
-6.05667	1.36078	-0.0213646	-0.650027	-6.0586	1.3633	-6.1333	1.53	0.3681	-0.9298
-5.58913	0.963136	1.02435	-0.385971	-5.5865	0.9638	-5.7435	0.8338	0.5878	-0.809
-5.11851	0.0735519	0.271591	-1.63923	-5.1204	0.0704	-5.1927	0.2565	0.7705	-0.6374
-4.41365	0.110185	1.3237	1.26951	-4.411	0.1175	-4.5157	-0.1657	0.9048	-0.4258
-3.54725	-0.301256	0.908172	-1.80977	-3.5483	-0.309	-3.7549	-0.4063	0.9823	-0.1874
-2.74471	-0.496199	1.07218	0.893671	-2.7443	-0.4894	-2.9582	-0.4502	0.998	0.0628
-2.23342	-0.371596	0.324611	-0.38015	-2.2353	-0.3748	-2.1757	-0.2945	0.9511	0.309
-1.24973	0.216558	1.88686	1.5452	-1.2458	0.2214	-1.4564	0.0509	0.8443	0.5358
-0.866786	0.45402	-0.543999	-0.609787	-0.8729	0.4486	-0.8456	0.5643	0.6846	0.7289
-0.402084	1.16112	1.39781	1.96862	-0.3972	1.1676	-0.3817	1.2135	0.4818	0.8763
-0.0465608	2.19325	-0.247996	0.79744	-0.0507	2.1903	-0.0938	1.9576	0.2487	0.9686
-0.0714417	2.83607	0.126416	0.807962	-0.0705	2.8361	0	2.75	0	1
0.0772419	3.75542	0.229021	1.39699	0.0775	3.7569	0.0813	3.5437	0.2182	0.9759
0.366027	4.18901	0.456816	-0.0789406	0.3666	4.1853	0.3575	4.2923	0.454	0.891
0.8789	5.29078	0.774919	2.43472	0.8797	5.2971	0.8112	4.9487	0.6613	0.7501
1.13836	5.6905	-0.00292166	-0.905667	1.1364	5.6821	1.4138	5.4717	0.8271	0.5621
2.38293	5.84582	2.68767	0.992888	2.3897	5.8506	2.1276	5.8283	0.9409	0.3387
3.06924	6.09018	-0.470968	-0.193795	3.0613	6.0872	2.9076	5.9962	0.9956	0.0941
3.74847	5.88398	1.80767	-0.304212	3.7542	5.8837	3.7049	5.9649	0.9877	-0.1565
4.56651	5.58381	0.452366	-0.426775	4.5631	5.5835	4.4693	5.7363	0.9177	-0.3972
5.19724	4.99285	1.03247	-0.96522	5.1987	4.9915	5.1529	5.3248	0.7901	-0.6129
5.56459	4.66051	0.0428443	-0.0161451	5.5621	4.6629	5.7127	4.7561	0.6129	-0.7902
6.4827	4.17884	1.94999	-1.02762	6.4875	4.1763	6.1134	4.0662	0.3971	-0.9178
6.69462	3.46044	-0.958896	-0.803879	6.6873	3.461	6.33	3.2982	0.1564	-0.9877
6.49512	2.49575	0.265914	-1.4978	6.4982	2.494	6.3488	2.5005	-0.0941	-0.9956
6.04211	1.4642	-1.17061	-1.13811	6.0385	1.4651	6.1686	1.7232	-0.3388	-0.9409
5.99139	1.12401	0.740703	0.0924804	5.9962	1.1271	5.8008	1.0152	-0.5621	-0.8271
5.30633	0.393566	-2.01615	-1.6433	5.2994	0.3892	5.2685	0.4208	-0.7501	-0.6613
4.56776	-0.242582	-0.129497	-0.179247	4.5725	-0.2389	4.605	-0.0225	-0.891	-0.454
3.86495	-0.204982	-1.42246	0.211309	3.8617	-0.204	3.8522	-0.2868	-0.9759	-0.2181
3.0762	-0.375358	-0.66891	-0.521097	3.0781	-0.3772	3.0573	-0.3557	-0.9995	0.0314
2.27534	-0.125717	-1.24231	0.917116	2.2739	-0.1221	2.2702	-0.2247	-0.9603	0.279
1.47406	0.194743	-0.826801	0.0254421	1.4751	0.1925	1.5404	0.0979	-0.8607	0.509
1.09676	0.856917	-0.213676	1.41036	1.0983	0.8604	0.9138	0.5919	-0.7071	0.7071
0.597183	1.33791	-0.922801	0.0136326	0.5954	1.3344	0.4297	1.2262	-0.509	0.8607
-0.184464	2.00713	-1.01646	1.43413	-0.1847	2.0107	0.1186	1.961	-0.279	0.9603
0.164294	2.87323	1.49075	0.827346	0.1706	2.8717	0	2.75	-0.0314	0.9995
